date,tenor_bucket,a,b,rho,m,sigma,error,quotes
2024-07-15 00:00:00+00:00,365d,0.3364239307131344,0.0572479050765903,0.15305109364474995,-0.6974037391735922,0.09288732361585464,3.386613941019753e-05,20.0
2024-07-16 00:00:00+00:00,365d,0.26105025406437693,0.14396115127659884,-0.2399737383100178,-0.728150270919464,0.7176734263300717,2.632866882648238e-05,17.0
2024-07-17 00:00:00+00:00,365d,0.35189441207567945,0.07082136418240147,0.28088549281970143,-0.2505424516360351,0.5527580577609243,1.870033991536557e-05,14.0
2024-07-18 00:00:00+00:00,365d,0.37532088192344876,0.06245488783270866,0.7454273373727816,-0.06706998768727417,0.15802122095328092,6.758059897106104e-05,17.0
2024-07-19 00:00:00+00:00,365d,0.32463264439777056,0.11109351348951796,0.07633579831735289,-0.5858092618984424,0.45623745642189284,0.0001045556292241455,17.0
2024-07-20 00:00:00+00:00,365d,0.32463264439777056,0.11109351348951796,0.07633579831735289,-0.5858092618984424,0.45623745642189284,0.0001045556292241455,17.0
2024-07-21 00:00:00+00:00,365d,0.32463264439777056,0.11109351348951796,0.07633579831735289,-0.5858092618984424,0.45623745642189284,0.0001045556292241455,17.0
2024-07-22 00:00:00+00:00,365d,0.3582831701958594,0.09975585181319963,0.17122588820027632,-0.417991864519653,0.5792456005691752,2.41379605172039e-05,18.0
2024-07-23 00:00:00+00:00,365d,0.33496670147535185,0.10649574233145691,0.20592656401901924,-0.3349523678365764,0.8115036199896086,3.09996064542612e-05,15.0
2024-07-24 00:00:00+00:00,365d,0.36307822837144654,0.09378098492331648,0.4228100552922797,-0.1372808806743164,0.4311616985410111,9.72576202619929e-05,18.0
2024-07-25 00:00:00+00:00,365d,-0.19159064083171376,0.3113571830001941,-0.2713827007116836,-0.9324132604140181,1.976243088099874,7.665972110668786e-05,24.0
2024-07-26 00:00:00+00:00,365d,0.24863789730633373,0.20751829893590773,-0.30741400891236925,-0.5374543708285039,0.6917701395766159,2.6358792215867096e-05,18.0
2024-07-27 00:00:00+00:00,365d,0.28973488282551907,0.14576756359725393,-0.11099145191744489,-0.34069502441753646,0.6592070194346383,8.904863105486181e-05,17.0
2024-07-28 00:00:00+00:00,365d,0.28973488282551907,0.14576756359725393,-0.11099145191744489,-0.34069502441753646,0.6592070194346383,8.904863105486181e-05,17.0
2024-07-29 00:00:00+00:00,365d,-0.017796659955688195,0.40709514314820594,-0.5923132802151058,-1.0855107178993135,1.1139036376170333,2.991666113537746e-05,24.0
2024-07-30 00:00:00+00:00,365d,-0.04378632424175353,0.36268535693788434,-0.5312210306041129,-1.0058789550589495,1.2094374351053272,3.291329815010756e-05,24.0
